question,answer,area
オスマン帝国のスルタン直属の常備歩兵軍団で，キリスト教徒の子弟をイスラーム教に改宗させて訓練したものを何というか。,イェニチェリ,西アジア・北アフリカ
サファヴィー朝初代の君主は誰か。,イスマーイール１世,西アジア・北アフリカ
イランのサファヴィー朝が国教としたイスラーム教の宗派は何か。,シーア派,西アジア・北アフリカ
サファヴィー朝第５代の王（シャー）で，イスファハーンに遷都し，最盛期を築いたのは誰か。,アッバース１世,西アジア・北アフリカ
1526年パーニーパットの戦いでロディー朝に勝利し，ムガル帝国を創始したのは誰か。,バーブル,南アジア
ムガル帝国の第３代皇帝で，都をアグラに定めるとともに，人頭税（ジズヤ）を廃止してヒンドゥー教徒との和解を図ったのは誰か。,アクバル,南アジア
王妃のためにタージ＝マハルを建設したムガル帝国第５代皇帝は誰か。,シャー＝ジャハーン,南アジア
ムガル帝国第６代皇帝で，非ムスリムに対する迫害や，ジズヤの復活などで専制をしいたのは誰か。,アウラングゼーブ,南アジア
オスマン帝国で騎士に軍事奉仕の代償として与えられた土地（およびその土地における徴税権）を何というか。,ティマール,西アジア・北アフリカ
オスマン帝国内につくられた非ムスリムの共同体を何というか。,ミッレト,西アジア・北アフリカ
ムガル帝国からの独立をめざして建国された西インドのヒンドゥー教国を何というか。,マラーター王国,西アジア・北アフリカ
ナーナクが開祖となり，ヒンドゥー教を基礎にイスラーム教が融合して成立した宗教は何か。,シク教,西アジア・北アフリカ
ペルシア語とインドの地方語が融合して生まれたインド＝ヨーロッパ系の言語で，現在パキスタンの国語となっているのは何か。,ウルドゥー語,南アジア
イランのミニアチュールから発展したムガル帝国時代の宮廷絵画を何というか。,ムガル絵画,南アジア
16世紀に西北インドで発展し，上記⑥に比べて庶民的な題材を扱った絵画を何というか。,ラージプート絵画,南アジア
1644年に明が滅亡したのを機に清軍に降り，清の中国統一に力を貸した明の武将は誰か。,呉三桂,東アジア
明の滅亡後，明の復活を求めて清と戦った明の遺臣で，国姓爺として知られるのは誰か。,鄭成功,東アジア
鄭成功およびその一族が，オランダ人を排除して1683年まで占領し，反清運動の拠点としていた東シナ海の島はどこか。,台湾,東アジア
呉三桂らが，1673～81年に清朝に反発しておこした反乱を何というか。,三藩の乱,東アジア
雲南や台湾の反乱を征討・平定し，清による中国統一を実現した清朝の第４代皇帝を答えよ。,康熙帝,東アジア
康熙帝が，1689年国境画定のためにロシアと結んだ条約は何か。,ネルチンスク条約,東アジア
17世紀に強大化したオイラト系の部族で，上記５による遠征を受けたのち，1759年に滅亡した部族を答えよ。,ジュンガル,東アジア
チベット仏教の改革者で，14世紀に新たに黄帽派という一派を創設した僧は誰か。,ツォンカパ,東アジア
1578年にアルタン＝ハーンが与えたとされるチベット仏教の最高指導者の称号を何というか。,ダライ＝ラマ,東アジア
康熙帝の命で編纂された漢字字書は何か。,康熙字典,東アジア
清朝第５代皇帝を答えよ。,雍正帝,東アジア
雍正帝が設置した，軍事行政上の最高機関を何というか。,軍機処,東アジア
清朝第６代皇帝を答えよ。,乾隆帝,東アジア
乾隆帝の命で編集された一大叢書は何か。,四庫全書,東アジア
清の領土の中で，直轄領ではないモンゴル・青海・チベット・新疆を何というか。,藩部,東アジア
藩部を統括した官庁を何というか。,理藩院,東アジア
八旗につぐ正規軍で，漢人により構成されたものを何というか。,緑営,東アジア
漢民族に対する清の懐柔策のうち，清において，中央官庁の官僚の定員を偶数とし，満洲人と漢人を同数配置した制度を何というか。,満漢併用制,東アジア
清は威圧策として，頭髪を剃りあげ一部を長く残して編むという，満洲族の風習を強制したが，この風習を何というか。,辮髪,東アジア
清は思想弾圧として，反満反清的な書物を著した人物に極刑などの厳しい処罰を与えたが，これを何というか。,文字の獄,東アジア
清朝がネルチンスク条約を締結したときのロシアの皇帝は誰か。,ピョートル１世,東アジア
ネルチンスク条約において，清とロシアの国境とされたのはスタノヴォイ山脈（外興安嶺）と何か。,アルグン川,東アジア
1727年，雍正帝がモンゴル方面での国境画定のためにロシアと結んだ条約は何か。,キャフタ条約,東アジア
成年男子に課せられていた人頭税を何というか。,丁銀/丁税,東アジア
康熙帝の末期に始められ，雍正帝の治世に全国化した税制で，地銀の中に上記１を加算し，一括して銀で納入させた制度を何というか。,地丁銀制,東アジア
1757年，乾隆帝はヨーロッパ船の来航を一港に限ったがそれはどこか。,広州,東アジア
広州で対外貿易を担った特権商人（行商）の組合を何というか。,公行,東アジア
高麗・朝鮮（李朝）において，政治的・経済的に力を持った特権階級を何というか。,両班,東アジア
17世紀以降，薩摩の島津氏の侵攻を受けて服属する一方で，中国へも朝貢を続ける「両属」の状態となった国はどこか。,琉球,東アジア
モン人の反乱等によってタウングー（トゥングー）朝が倒れた後，1752年に成立したミャンマーの王朝を何というか。,コンバウン/アラウンパヤー朝,東南アジア
アユタヤ朝が上記７によって倒されたのち，その後の混乱を治めてラーマ１世が建国したタイの王朝を何というか。,ラタナコーシン/チャクリ朝,東南アジア
阮福暎が，フランス人宣教師らの援助をもとにベトナム全土を統一して建てた王朝を何というか。,阮朝,東南アジア
明末よりおこった学問で，儒学の経典の解釈をより精密に実証的に行おうとするものを何というか。,考証学,東アジア
考証学の祖とされる明末清初の思想家で，『日知録』などを著したのは誰か。,顧炎武,東アジア
